suite,case,performance_eligible,diagnostic_timings_discarded,parity_role,report,label,kind,n_prompt,n_gen,requested_output_tokens,target,weights_id,artifact_path,artifact_file_size_bytes,artifact_sha256,max_context,kv_capacity,kv_capacity_mode,kv_capacity_page_groups,kv_capacity_max_page_groups,kv_capacity_measurement_kind,kv_capacity_binding_constraint,kv_capacity_uncensored,memory_limited_capacity_tokens,resolved_effective_maximum_tokens,prefill_chunk,concurrency,pending_timeout_ms,kv_cache_format,kv_value_group,kv_plane_layouts,q4_activation_bits,q4_prefill_cta_profile,w8_activation_bits,fp8_qk_wmma_enabled,fp8_qk_wmma_profile,fp8_qk_wmma_t1_min_context,fp8_qk_wmma_t2_min_context,xattention_qualification,xattention_profile,xattention_find_block,xattention_stride,xattention_tau_permille,spec,draft_tokens,dflash_verify_width_requested,dflash_verify_width,dflash_topology,proposal_head,decode_path,decode_graph_primed,decode_graph_prime_output_tokens,repetitions,warmup,retain_token_ids,isolate_prompt_decode,load_seconds,upload_seconds,artifact_bytes_read,host_to_device_bytes,peak_staging_bytes,kv_payload_bytes,weights_capacity_bytes,sequence_capacity_bytes,workspace_capacity_bytes,request_transient_capacity_bytes,device_graph_allowance_bytes,device_graph_observed_bytes,minimum_runtime_reservation_bytes,kv_capacity_increment_bytes,runtime_reservation_bytes,available_after_weights_bytes,available_after_startup_bytes,kv_capacity_headroom_bytes,planned_slack_bytes,workspace_peak_bytes,workspace_allocator_peak_bytes,prefill_tok_s_mean,prefill_tok_s_stddev,decode_output_tok_s_mean,decode_output_tok_s_stddev,decode_engine_tok_s_mean,decode_engine_tok_s_stddev,whole_output_tok_s_mean,whole_output_tok_s_stddev,prepare_seconds_mean,prefill_seconds_mean,decode_seconds_mean,total_seconds_mean,spec_acceptance_rate,spec_acceptance_length,spec_rounds,spec_drafted_tokens,spec_accepted_tokens,spec_fallback_steps,spec_accepted_per_position,gpu_name,architecture_name,hip_runtime_version,hip_driver_version,device_id
pareto_effective_capacity,effective_capacity_ordinary,True,False,,/ssdpool2nvme/local_llm/ninfer-amd-r9700/profiles/bench/r9700-terminal-base-panel-attention-20260921/capacity/all_q4_xattention-g32/json/pareto_effective_capacity/c1/effective_capacity_ordinary.json,pp128,pp,128,0,1,qwen3_8_27b_r9700,r9700-q4g64-n16k16-eval,/ssdpool2nvme/local_llm/ninfer-amd-r9700/out/qwen3.8-27b-r9700-q4g64-n16k16-eval.ninfer,15172833280,60719c5d5bfe978376c7de94db460bcd82d965ec447870cc47f0a02bf8d59953,262144,262144,auto,4096,4096,resolved_effective_maximum,model_context,True,,262144,2048,1,4294967295,fp8-k-int4-v,32,"{'key': 'token-fastest-head-major', 'value': 'feature-fastest-page-major', 'value_scale': 'feature-fastest-page-major'}",8,m64n128-pingpong-n16-k16-scalar-base-production,8,True,t1-ge64-t2-ge320-t3plus-stream-v1,64,320,True,b128-s16-tau900,128,16,900,none,0,0,0,,full,device_graph,False,0,1,0,False,False,5.344278263,4.375971382,14339891513,14327046144,268435456,6710886400,14327052288,7078548224,774653440,0,71303168,54525952,7924504832,0,7924504832,19652411392,11741954048,1073741824,11727906560,774653440,16565248,507.6263764,0,,,,,,,2.9e-06,0.252153958,,0.252388678,,,0,0,0,0,[],AMD Radeon AI PRO R9700,gfx1201,7.15.26333,7.15.26333,0
pareto_effective_capacity,effective_capacity_ordinary,True,False,,/ssdpool2nvme/local_llm/ninfer-amd-r9700/profiles/bench/r9700-terminal-base-panel-attention-20260921/capacity/all_q4_xattention-g32/json/pareto_effective_capacity/c2/effective_capacity_ordinary.json,pp128,pp,128,0,1,qwen3_8_27b_r9700,r9700-q4g64-n16k16-eval,/ssdpool2nvme/local_llm/ninfer-amd-r9700/out/qwen3.8-27b-r9700-q4g64-n16k16-eval.ninfer,15172833280,60719c5d5bfe978376c7de94db460bcd82d965ec447870cc47f0a02bf8d59953,262144,524288,auto,8192,8192,resolved_effective_maximum,model_context,True,,524288,2048,2,4294967295,fp8-k-int4-v,32,"{'key': 'token-fastest-head-major', 'value': 'feature-fastest-page-major', 'value_scale': 'feature-fastest-page-major'}",8,m64n128-pingpong-n16-k16-scalar-base-production,8,True,t1-ge64-t2-ge320-t3plus-stream-v1,64,320,True,b128-s16-tau900,128,16,900,none,0,0,0,,full,device_graph,False,0,1,0,False,False,15.62532643,14.2247622,14339891513,14327046144,268435456,13421772800,14327052288,14098858752,774653440,0,121634816,88080384,8284260608,1638400,14995147008,19652411392,4689231872,1073741824,4657264384,774653440,16565248,1015.240585,0,,,,,,,4.65e-06,0.25215698,,0.501538425,,,0,0,0,0,[],AMD Radeon AI PRO R9700,gfx1201,7.15.26333,7.15.26333,0
pareto_effective_capacity,effective_capacity_ordinary,True,False,,/ssdpool2nvme/local_llm/ninfer-amd-r9700/profiles/bench/r9700-terminal-base-panel-attention-20260921/capacity/all_q4_xattention-g32/json/pareto_effective_capacity/c3/effective_capacity_ordinary.json,pp128,pp,128,0,1,qwen3_8_27b_r9700,r9700-q4g64-n16k16-eval,/ssdpool2nvme/local_llm/ninfer-amd-r9700/out/qwen3.8-27b-r9700-q4g64-n16k16-eval.ninfer,15172833280,60719c5d5bfe978376c7de94db460bcd82d965ec447870cc47f0a02bf8d59953,262144,650176,auto,10159,12288,resolved_effective_maximum,device_memory,True,650176,650176,2048,3,4294967295,fp8-k-int4-v,32,"{'key': 'token-fastest-head-major', 'value': 'feature-fastest-page-major', 'value_scale': 'feature-fastest-page-major'}",8,m64n128-pingpong-n16-k16-scalar-base-production,8,True,t1-ge64-t2-ge320-t3plus-stream-v1,64,320,True,b128-s16-tau900,128,16,900,none,0,0,0,,full,device_graph,False,0,1,0,False,False,7.983915403,6.10941713,14339891513,14327046144,268435456,16644505600,14327052288,17631015680,774653440,0,171966464,119537664,8644016384,1638400,18577635584,19652411392,1124073472,1073741824,1074775808,774653440,16565248,1521.986021,0,,,,,,,3.09e-06,0.252301923,,0.750842726,,,0,0,0,0,[],AMD Radeon AI PRO R9700,gfx1201,7.15.26333,7.15.26333,0
pareto_effective_capacity,effective_capacity_ordinary,True,False,,/ssdpool2nvme/local_llm/ninfer-amd-r9700/profiles/bench/r9700-terminal-base-panel-attention-20260921/capacity/all_q4_xattention-g32/json/pareto_effective_capacity/c4/effective_capacity_ordinary.json,pp128,pp,128,0,1,qwen3_8_27b_r9700,r9700-q4g64-n16k16-eval,/ssdpool2nvme/local_llm/ninfer-amd-r9700/out/qwen3.8-27b-r9700-q4g64-n16k16-eval.ninfer,15172833280,60719c5d5bfe978376c7de94db460bcd82d965ec447870cc47f0a02bf8d59953,262144,636160,auto,9940,16384,resolved_effective_maximum,device_memory,True,636160,636160,2048,4,4294967295,fp8-k-int4-v,32,"{'key': 'token-fastest-head-major', 'value': 'feature-fastest-page-major', 'value_scale': 'feature-fastest-page-major'}",8,m64n128-pingpong-n16-k16-scalar-base-production,8,True,t1-ge64-t2-ge320-t3plus-stream-v1,64,320,True,b128-s16-tau900,128,16,900,none,0,0,0,,full,device_graph,False,0,1,0,False,False,5.772496567,3.422226282,14339891513,14327046144,268435456,16285696000,14327052288,17581630208,774653440,0,222298112,150994944,9003772160,1638400,18578581760,19652411392,1142947840,1073741824,1073829632,774653440,16565248,2025.107737,0,,,,,,,4.32e-06,0.252826055,,1.001929322,,,0,0,0,0,[],AMD Radeon AI PRO R9700,gfx1201,7.15.26333,7.15.26333,0
